GAME_ID,TEAM_NAME_HOME,TEAM_NAME_AWAY,TEAM_ELO_BEFORE_HOME,TEAM_ELO_BEFORE_AWAY,TEAM_ELO_AFTER_HOME,TEAM_ELO_AFTER_AWAY
21300040,Golden State Warriors,Sacramento Kings,1508.9594604775953,1497.155703522163,1517.3756134407743,1488.739550558984
21300036,Dallas Mavericks,Memphis Grizzlies,1500.5887699565978,1497.9162171019104,1509.8382532235612,1488.666733834947
21300035,New Orleans Pelicans,Charlotte Bobcats,1483.7402931571041,1496.6109482745485,1497.8284523079617,1482.522789123691
21300034,Philadelphia 76ers,Chicago Bulls,1509.833932291503,1494.032540079805,1514.0333834413575,1489.8330889299505
21300038,Utah Jazz,Houston Rockets,1495.6907952819922,1517.087860704714,1487.8297639531006,1524.9488920336057
21300037,Milwaukee Bucks,Toronto Raptors,1498.0746034825806,1499.202677041483,1493.2573414174578,1504.0199391066058
21300039,Portland Trail Blazers,San Antonio Spurs,1501.8951375163422,1510.4211923742835,1510.4261977354488,1501.8901321551768
21300042,Miami Heat,Washington Wizards,1500.8162251447975,1486.5234352082723,1508.6627500414822,1478.6769103115876
21300045,New York Knicks,Minnesota Timberwolves,1503.3758943924022,1517.876555828841,1496.9895314827556,1524.2629187384875
21300043,Orlando Magic,Brooklyn Nets,1499.7521230543923,1498.2441513931146,1513.2905092573076,1484.7057651901994
21300041,Detroit Pistons,Boston Celtics,1504.1729862136344,1488.94486483835,1511.9876534614477,1481.1301975905367
21300046,Los Angeles Lakers,Atlanta Hawks,1487.721382526244,1499.1884926143011,1491.7236427525604,1495.1862323879848
21300044,Oklahoma City Thunder,Phoenix Suns,1487.5831513311732,1514.1601044725082,1494.819899451108,1506.9233563525734
21300050,Los Angeles Clippers,Houston Rockets,1506.390578184838,1524.9488920336057,1519.721595665851,1511.6178745525926
21300048,Philadelphia 76ers,Golden State Warriors,1514.0333834413575,1517.3756134407743,1498.810349417414,1532.5986474647177
21300049,Memphis Grizzlies,Boston Celtics,1488.666733834947,1481.1301975905367,1495.216170836959,1474.5807605885248
21300047,Cleveland Cavaliers,Minnesota Timberwolves,1488.3600946633096,1524.2629187384875,1491.9159947132068,1520.7070186885903
21300059,Sacramento Kings,Atlanta Hawks,1488.739550558984,1495.1862323879848,1486.0186096731823,1497.9071732737866
21300053,Detroit Pistons,Indiana Pacers,1511.9876534614477,1521.3105521106913,1506.3757682282355,1526.9224373439035
21300055,New Orleans Pelicans,Phoenix Suns,1497.8284523079617,1506.9233563525734,1494.0964247516545,1510.6553839088806
21300051,Toronto Raptors,Miami Heat,1504.0199391066058,1508.6627500414822,1497.42990581429,1515.252783333798
21300054,New York Knicks,Charlotte Bobcats,1496.9895314827556,1482.522789123691,1494.153669218033,1485.3586513884136
21300058,Portland Trail Blazers,Houston Rockets,1510.4261977354488,1511.6178745525926,1498.8274520846794,1523.216620203362
21300052,Brooklyn Nets,Utah Jazz,1484.7057651901994,1487.8297639531006,1496.101762669605,1476.433766473695
21300056,Dallas Mavericks,Los Angeles Lakers,1509.8382532235612,1491.7236427525604,1521.593292509091,1479.9686034670306
21300057,Denver Nuggets,San Antonio Spurs,1484.3692767605073,1501.8901321551768,1478.9032889707296,1507.3561199449546
21300062,Orlando Magic,Los Angeles Clippers,1513.2905092573076,1519.721595665851,1520.7140036750768,1512.2981012480818
21300064,Boston Celtics,Utah Jazz,1474.5807605885248,1476.433766473695,1482.9648448792088,1468.0496821830109
21300063,Philadelphia 76ers,Washington Wizards,1498.810349417414,1478.6769103115876,1487.6316155454294,1489.8556441835722
21300061,Indiana Pacers,Chicago Bulls,1526.9224373439035,1489.8330889299505,1536.934254577224,1479.82127169663
21300060,Charlotte Bobcats,Toronto Raptors,1485.3586513884136,1497.42990581429,1489.3670955939908,1493.4214616087127
21300068,San Antonio Spurs,Phoenix Suns,1507.3561199449546,1510.6553839088806,1511.8899976705504,1506.1215061832847
21300069,Oklahoma City Thunder,Dallas Mavericks,1494.819899451108,1521.593292509091,1505.8889682233626,1510.5242237368366
21300067,Minnesota Timberwolves,Golden State Warriors,1520.7070186885903,1532.5986474647177,1511.0159531629688,1542.2897129903392
21300066,Milwaukee Bucks,Cleveland Cavaliers,1493.2573414174578,1491.9159947132068,1498.8830554367526,1486.290280693912
21300065,Memphis Grizzlies,New Orleans Pelicans,1495.216170836959,1494.0964247516545,1483.5545428466385,1505.758052741975
21300072,Houston Rockets,Los Angeles Lakers,1523.216620203362,1479.9686034670306,1520.2720682700233,1482.9131554003693
21300071,Denver Nuggets,Atlanta Hawks,1478.9032889707296,1497.9071732737866,1482.9825880994063,1493.82787414511
21300070,Miami Heat,Los Angeles Clippers,1515.252783333798,1512.2981012480818,1520.839982040009,1506.7109025418708
21300084,Portland Trail Blazers,Sacramento Kings,1498.8274520846794,1486.0186096731823,1508.1517526544164,1476.6943091034452
21300082,San Antonio Spurs,Golden State Warriors,1511.8899976705504,1542.2897129903392,1516.0852105539104,1538.0945001069792
21300077,Washington Wizards,Brooklyn Nets,1489.8556441835722,1496.101762669605,1495.0241397393204,1490.9332671138568
21300079,Chicago Bulls,Utah Jazz,1479.82127169663,1468.0496821830109,1494.0564420486523,1453.8145118309885
21300073,Charlotte Bobcats,New York Knicks,1489.3670955939908,1494.153669218033,1481.9155141558713,1501.6052506561525
21300081,New Orleans Pelicans,Los Angeles Lakers,1505.758052741975,1482.9131554003693,1513.777944985739,1474.8932631566054
21300074,Indiana Pacers,Toronto Raptors,1536.934254577224,1493.4214616087127,1542.519623079302,1487.8360931066347
21300078,Detroit Pistons,Oklahoma City Thunder,1506.3757682282355,1505.8889682233626,1499.6843122915961,1512.580424160002
21300083,Phoenix Suns,Denver Nuggets,1506.1215061832847,1482.9825880994063,1514.1310097592334,1474.9730845234576
21300080,Minnesota Timberwolves,Dallas Mavericks,1511.0159531629688,1510.5242237368366,1518.300250758059,1503.2399261417463
21300076,Philadelphia 76ers,Cleveland Cavaliers,1487.6316155454294,1486.290280693912,1498.3943763284665,1475.527519910875
21300075,Orlando Magic,Boston Celtics,1520.7140036750768,1482.9648448792088,1519.0341577033137,1484.644690850972
21300088,Cleveland Cavaliers,Philadelphia 76ers,1475.527519910875,1498.3943763284665,1479.6461995707991,1494.2756966685424
21300086,Atlanta Hawks,Orlando Magic,1493.82787414511,1519.0341577033137,1502.724797680413,1510.1372341680105
21300090,Houston Rockets,Los Angeles Clippers,1520.2720682700233,1506.7109025418708,1510.0083259266594,1516.9746448852347
21300092,Milwaukee Bucks,Dallas Mavericks,1498.8830554367526,1503.2399261417463,1493.1822866943482,1508.9406948841506
21300093,Sacramento Kings,Portland Trail Blazers,1476.6943091034452,1508.1517526544164,1469.0907972905452,1515.7552644673165
21300087,Brooklyn Nets,Indiana Pacers,1490.9332671138568,1542.519623079302,1488.59215854689,1544.8607316462687
21300089,Miami Heat,Boston Celtics,1520.839982040009,1484.644690850972,1517.9208737496008,1487.5637991413803
21300085,Toronto Raptors,Utah Jazz,1487.8360931066347,1453.8145118309885,1500.7414904843783,1440.909114453245
21300091,Memphis Grizzlies,Golden State Warriors,1483.5545428466385,1538.0945001069792,1497.541257626038,1524.1077853275797
21300096,Phoenix Suns,New Orleans Pelicans,1514.1310097592334,1513.777944985739,1520.884514420317,1507.0244403246554
21300097,Los Angeles Lakers,Minnesota Timberwolves,1474.8932631566054,1518.300250758059,1459.6964825826803,1533.497031331984
21300095,Oklahoma City Thunder,Washington Wizards,1512.580424160002,1495.0241397393204,1515.5933884236179,1492.0111754757045
21300094,New York Knicks,San Antonio Spurs,1501.6052506561525,1516.0852105539104,1479.7030386316278,1537.9874225784351
21300101,Boston Celtics,Orlando Magic,1487.5637991413803,1510.1372341680105,1499.0317228409058,1498.669310468485
21300103,Houston Rockets,Toronto Raptors,1510.0083259266594,1500.7414904843783,1515.9836838004423,1494.7661326105954
21300098,Charlotte Bobcats,Atlanta Hawks,1481.9155141558713,1502.724797680413,1475.658553274589,1508.9817585616954
21300106,Los Angeles Clippers,Minnesota Timberwolves,1516.9746448852347,1533.497031331984,1521.028606317072,1529.4430699001468
21300102,Chicago Bulls,Cleveland Cavaliers,1494.0564420486523,1479.6461995707991,1504.2310798567087,1469.4715617627428
21300105,Portland Trail Blazers,Detroit Pistons,1515.7552644673165,1499.6843122915961,1521.556965495655,1493.8826112632576
21300099,Indiana Pacers,Memphis Grizzlies,1544.8607316462687,1497.541257626038,1554.033648490908,1488.3683407813987
21300100,Philadelphia 76ers,San Antonio Spurs,1494.2756966685424,1537.9874225784351,1478.4905856582616,1553.772533588716
21300104,Utah Jazz,Denver Nuggets,1440.909114453245,1474.9730845234576,1427.7860214985526,1488.09617747815
21300108,Dallas Mavericks,Washington Wizards,1508.9406948841506,1492.0111754757045,1516.6976182316937,1484.2542521281614
21300107,Miami Heat,Milwaukee Bucks,1517.9208737496008,1493.1822866943482,1530.9709918309818,1480.1321686129672
21300110,Los Angeles Lakers,New Orleans Pelicans,1459.6964825826803,1507.0244403246554,1475.008540388899,1491.7123825184367
21300109,Golden State Warriors,Detroit Pistons,1524.1077853275797,1493.8826112632576,1534.8434947868172,1483.14690180402
21300119,Utah Jazz,New Orleans Pelicans,1427.7860214985526,1491.7123825184367,1435.0351095906537,1484.4632944263356
21300114,Memphis Grizzlies,Toronto Raptors,1488.3683407813987,1494.7661326105954,1476.2032063076083,1506.9312670843858
21300122,Los Angeles Clippers,Oklahoma City Thunder,1521.028606317072,1515.5933884236179,1528.1609610584958,1508.461033682194
21300121,Sacramento Kings,Brooklyn Nets,1469.0907972905452,1488.59215854689,1483.416588076207,1474.2663677612281
21300116,Atlanta Hawks,New York Knicks,1508.9817585616954,1479.7030386316278,1507.319939023154,1481.3648581701693
21300115,Minnesota Timberwolves,Cleveland Cavaliers,1529.4430699001468,1469.4715617627428,1542.5721189356793,1456.3425127272103
21300118,Denver Nuggets,Los Angeles Lakers,1488.09617747815,1475.008540388899,1496.9405742145962,1466.1641436524528
21300111,Orlando Magic,Milwaukee Bucks,1498.669310468485,1480.1321686129672,1502.8188897886182,1475.982589292834
21300120,Portland Trail Blazers,Phoenix Suns,1521.556965495655,1520.884514420317,1524.797287846344,1517.644192069628
21300112,Philadelphia 76ers,Houston Rockets,1478.4905856582616,1515.9836838004423,1485.3191739168576,1509.1550955418463
21300117,San Antonio Spurs,Washington Wizards,1553.772533588716,1484.2542521281614,1560.9826608816306,1477.0441248352467
21300113,Boston Celtics,Charlotte Bobcats,1499.0317228409058,1475.658553274589,1495.0608643657686,1479.6294117497262
21300123,New York Knicks,Houston Rockets,1481.3648581701693,1509.1550955418463,1481.3648581701693,1509.1550955418463
21300124,Golden State Warriors,Oklahoma City Thunder,1534.8434947868172,1508.461033682194,1537.7416615408647,1505.5628669281466
21300127,Atlanta Hawks,Philadelphia 76ers,1507.319939023154,1485.3191739168576,1514.9063345472118,1477.7327783927997
21300126,Toronto Raptors,Chicago Bulls,1506.9312670843858,1504.2310798567087,1494.4689596023302,1516.6933873387643
21300133,Utah Jazz,San Antonio Spurs,1435.0351095906537,1560.9826608816306,1430.7813248418097,1565.2364456304747
21300129,Cleveland Cavaliers,Charlotte Bobcats,1456.3425127272103,1479.6294117497262,1452.777898571436,1483.1940259055004
21300128,Boston Celtics,Portland Trail Blazers,1495.0608643657686,1524.797287846344,1485.9188827170226,1533.93926949509
21300125,Indiana Pacers,Milwaukee Bucks,1554.033648490908,1475.982589292834,1565.481568807847,1464.534668975895
21300130,Miami Heat,Dallas Mavericks,1530.9709918309818,1516.6976182316937,1536.818264305535,1510.8503457571405
21300131,Denver Nuggets,Minnesota Timberwolves,1496.9405742145962,1542.5721189356793,1502.6324247894327,1536.8802683608428
21300132,Phoenix Suns,Brooklyn Nets,1517.644192069628,1474.2663677612281,1515.9527263778803,1475.9578334529758
21300135,Sacramento Kings,Detroit Pistons,1483.416588076207,1483.14690180402,1478.5803784444229,1487.9831114358042
21300134,Los Angeles Lakers,Memphis Grizzlies,1466.1641436524528,1476.2032063076083,1466.1641436524528,1476.2032063076083
21300145,Golden State Warriors,Utah Jazz,1537.7416615408647,1430.7813248418097,1544.054471951246,1424.4685144314285
21300142,Minnesota Timberwolves,Boston Celtics,1536.8802683608428,1485.9188827170226,1546.6530729802587,1476.1460780976067
21300138,Washington Wizards,Cleveland Cavaliers,1477.0441248352467,1452.777898571436,1472.0396799891182,1457.7823434175646
21300140,Chicago Bulls,Indiana Pacers,1516.6933873387643,1565.481568807847,1529.4376309089334,1552.7373252376779
21300146,Los Angeles Clippers,Brooklyn Nets,1528.1609610584958,1475.9578334529758,1533.5283022975632,1470.5904922139084
21300137,Orlando Magic,Dallas Mavericks,1502.8188897886182,1510.8503457571405,1497.1839252545794,1516.4853102911793
21300141,Houston Rockets,Denver Nuggets,1509.1550955418463,1502.6324247894327,1517.76497358793,1494.022546743349
21300143,New Orleans Pelicans,Philadelphia 76ers,1484.4632944263356,1477.7327783927997,1504.3863180570186,1457.8097547621167
21300136,Charlotte Bobcats,Miami Heat,1483.1940259055004,1536.818264305535,1472.8033078309568,1547.2089823800786
21300139,New York Knicks,Atlanta Hawks,1481.3648581701693,1514.9063345472118,1467.5653601946142,1528.705832522767
21300144,Milwaukee Bucks,Oklahoma City Thunder,1464.534668975895,1505.5628669281466,1455.734889316021,1514.3626465880207
21300148,Sacramento Kings,Memphis Grizzlies,1478.5803784444229,1476.2032063076083,1470.1333105796484,1484.6502741723828
21300147,Toronto Raptors,Portland Trail Blazers,1494.4689596023302,1533.93926949509,1489.387847660009,1539.0203814374113
21300149,Los Angeles Lakers,Detroit Pistons,1466.1641436524528,1487.9831114358042,1477.6106508108376,1476.5366042774194
21300155,Los Angeles Clippers,Memphis Grizzlies,1533.5283022975632,1484.6502741723828,1531.8257628225208,1486.3528136474251
21300150,Brooklyn Nets,Portland Trail Blazers,1470.5904922139084,1539.0203814374113,1464.5845355342624,1545.0263381170573
21300154,Utah Jazz,Golden State Warriors,1424.4685144314285,1544.054471951246,1418.974220256409,1549.5487661262655
21300153,Dallas Mavericks,Philadelphia 76ers,1516.4853102911793,1457.8097547621167,1519.9467486705494,1454.3483163827466
21300151,Chicago Bulls,Charlotte Bobcats,1529.4376309089334,1472.8033078309568,1533.8363687618644,1468.4045699780258
21300152,Oklahoma City Thunder,Denver Nuggets,1514.3626465880207,1494.022546743349,1517.920818798316,1490.4643745330536
21300160,Sacramento Kings,Phoenix Suns,1470.1333105796484,1515.9527263778803,1475.1669677786083,1510.9190691789204
21300158,Miami Heat,Atlanta Hawks,1547.2089823800786,1528.705832522767,1557.6453786589302,1518.2694362439154
21300157,Detroit Pistons,New York Knicks,1476.5366042774194,1467.5653601946142,1482.5195776606647,1461.582386811369
21300156,Washington Wizards,Minnesota Timberwolves,1472.0396799891182,1546.6530729802587,1478.1042232724742,1540.5885296969027
21300159,Houston Rockets,Boston Celtics,1517.76497358793,1476.1460780976067,1530.2354099284462,1463.6756417570905
21300170,San Antonio Spurs,Boston Celtics,1565.2364456304747,1463.6756417570905,1570.7872893626557,1458.1247980249095
21300161,Charlotte Bobcats,Brooklyn Nets,1468.4045699780258,1464.5845355342624,1473.4071824934692,1459.581923018819
21300168,Minnesota Timberwolves,Los Angeles Clippers,1540.5885296969027,1531.8257628225208,1538.9729814022141,1533.4413111172094
21300166,Atlanta Hawks,Detroit Pistons,1518.2694362439154,1482.5195776606647,1524.5128574952173,1476.2761564093628
21300164,Orlando Magic,Miami Heat,1497.1839252545794,1557.6453786589302,1480.0712247181837,1574.758079195326
21300163,New York Knicks,Indiana Pacers,1461.582386811369,1552.7373252376779,1458.055092138065,1556.2646199109818
21300171,Phoenix Suns,Sacramento Kings,1510.9190691789204,1475.1669677786083,1505.8394359547096,1480.246601002819
21300167,Milwaukee Bucks,Portland Trail Blazers,1455.734889316021,1545.0263381170573,1450.8213992582785,1549.9398281748
21300165,Philadelphia 76ers,Toronto Raptors,1454.3483163827466,1489.387847660009,1447.5969778469923,1496.1391861957632
21300169,New Orleans Pelicans,Utah Jazz,1504.3863180570186,1418.974220256409,1508.9747987851745,1414.385739528253
21300172,Dallas Mavericks,Houston Rockets,1519.9467486705494,1530.2354099284462,1524.5635268471374,1525.6186317518582
21300162,Cleveland Cavaliers,Washington Wizards,1457.7823434175646,1478.1042232724742,1453.251470303461,1482.6350963865777
21300173,Golden State Warriors,Memphis Grizzlies,1549.5487661262655,1486.3528136474251,1544.304248312929,1491.5973314607616
21300175,Denver Nuggets,Chicago Bulls,1490.4643745330536,1533.8363687618644,1499.7554189637194,1524.5453243311986
21300174,Oklahoma City Thunder,Los Angeles Clippers,1517.920818798316,1533.4413111172094,1528.6845927104666,1522.6775372050588
21300176,Charlotte Bobcats,Phoenix Suns,1473.4071824934692,1505.8394359547096,1469.054360173345,1510.1922582748339
21300183,New Orleans Pelicans,Cleveland Cavaliers,1508.9747987851745,1453.251470303461,1512.9446073958527,1449.2816616927828
21300181,Memphis Grizzlies,San Antonio Spurs,1491.5973314607616,1570.7872893626557,1482.124230394842,1580.2603904285752
21300184,Dallas Mavericks,Utah Jazz,1524.5635268471374,1414.385739528253,1529.5762594036332,1409.3730069717571
21300182,Minnesota Timberwolves,Brooklyn Nets,1538.9729814022141,1459.581923018819,1551.2489458190591,1447.305958601974
21300185,Portland Trail Blazers,Chicago Bulls,1549.9398281748,1524.5453243311986,1553.9660411595812,1520.5191113464173
21300178,Toronto Raptors,Washington Wizards,1496.1391861957632,1482.6350963865777,1503.0276847845957,1475.7465977977452
21300177,Philadelphia 76ers,Milwaukee Bucks,1447.5969778469923,1450.8213992582785,1454.9586731872616,1443.4597039180092
21300186,Los Angeles Lakers,Golden State Warriors,1477.6106508108376,1544.304248312929,1485.5442718799206,1536.370627243846
21300180,Detroit Pistons,Atlanta Hawks,1476.2761564093628,1524.5128574952173,1472.1521254645975,1528.6368884399826
21300179,Boston Celtics,Indiana Pacers,1458.1247980249095,1556.2646199109818,1449.854744405202,1564.5346735306894
21300188,Indiana Pacers,Philadelphia 76ers,1564.5346735306894,1454.9586731872616,1568.933479108484,1450.559867609467
21300187,Los Angeles Clippers,Sacramento Kings,1522.6775372050588,1480.246601002819,1525.3742634911246,1477.5498747167533
21300196,Golden State Warriors,Portland Trail Blazers,1536.370627243846,1553.9660411595812,1527.6251882058546,1562.7114801975727
21300189,Washington Wizards,New York Knicks,1475.7465977977452,1458.055092138065,1482.9982061424796,1450.8034837933305
21300195,Denver Nuggets,Dallas Mavericks,1499.7554189637194,1529.5762594036332,1503.9447641231884,1525.3869142441642
21300194,San Antonio Spurs,Cleveland Cavaliers,1580.2603904285752,1449.2816616927828,1589.7710855786022,1439.7709665427558
21300191,Miami Heat,Orlando Magic,1574.758079195326,1480.0712247181837,1577.2773838254238,1477.5519200880858
21300192,Houston Rockets,Minnesota Timberwolves,1525.6186317518582,1551.2489458190591,1535.0687968557268,1541.7987807151906
21300193,Milwaukee Bucks,Charlotte Bobcats,1443.4597039180092,1469.054360173345,1426.6798647789508,1485.8341993124034
21300190,Atlanta Hawks,Boston Celtics,1528.6368884399826,1449.854744405202,1523.308277169999,1455.1833556751856
21300200,Oklahoma City Thunder,Utah Jazz,1528.6845927104666,1409.3730069717571,1536.7646881700373,1401.2929115121865
21300199,Orlando Magic,Phoenix Suns,1477.5519200880858,1510.1922582748339,1472.3520130333204,1515.3921653295993
21300201,Los Angeles Lakers,Sacramento Kings,1485.5442718799206,1477.5498747167533,1495.5375563123541,1467.5565902843198
21300198,Los Angeles Clippers,Chicago Bulls,1525.3742634911246,1520.5191113464173,1546.2574343516983,1499.6359404858435
21300197,Brooklyn Nets,Detroit Pistons,1447.305958601974,1472.1521254645975,1438.765531086535,1480.6925529800365
21300209,Utah Jazz,Chicago Bulls,1401.2929115121865,1499.6359404858435,1409.0656510482008,1491.8632009498292
21300207,Dallas Mavericks,Denver Nuggets,1525.3869142441642,1503.9447641231884,1514.1882130857118,1515.1434652816408
21300202,Charlotte Bobcats,Boston Celtics,1485.8341993124034,1455.1833556751856,1477.9376721992646,1463.0798827883243
21300208,San Antonio Spurs,New Orleans Pelicans,1589.7710855786022,1512.9446073958527,1598.7558896816129,1503.959803292842
21300204,Detroit Pistons,Milwaukee Bucks,1480.6925529800365,1426.6798647789508,1490.6941312457375,1416.6782865132498
21300206,Memphis Grizzlies,Houston Rockets,1482.124230394842,1535.0687968557268,1478.0674962555383,1539.1255309950304
21300205,Miami Heat,Phoenix Suns,1577.2773838254238,1515.3921653295993,1585.4894055112163,1507.1801436438068
21300203,Indiana Pacers,Minnesota Timberwolves,1568.933479108484,1541.7987807151906,1578.1249612949441,1532.6072985287306
21300210,Portland Trail Blazers,New York Knicks,1562.7114801975727,1450.8034837933305,1567.984717035241,1445.5302469556623
21300211,Toronto Raptors,Brooklyn Nets,1503.0276847845957,1438.765531086535,1501.2956679201661,1440.4975479509646
21300212,Washington Wizards,Los Angeles Lakers,1482.9982061424796,1495.5375563123541,1488.8432872587528,1489.692475196081
21300213,Atlanta Hawks,Orlando Magic,1523.308277169999,1472.3520130333204,1509.213860459907,1486.4464297434124
21300214,New Orleans Pelicans,Golden State Warriors,1503.959803292842,1527.6251882058546,1501.3858599944351,1530.1991315042615
21300218,Brooklyn Nets,Los Angeles Lakers,1440.4975479509646,1489.692475196081,1438.1368003737095,1492.053222773336
21300225,Dallas Mavericks,Golden State Warriors,1514.1882130857118,1530.1991315042615,1519.4875535998613,1524.899790990112
21300219,Cleveland Cavaliers,Miami Heat,1439.7709665427558,1585.4894055112163,1434.8378426236216,1590.4225294303506
21300226,Phoenix Suns,Portland Trail Blazers,1507.1801436438068,1567.984717035241,1519.1559521751053,1556.0089085039424
21300222,Milwaukee Bucks,Washington Wizards,1416.6782865132498,1488.8432872587528,1412.1517625300246,1493.369811241978
21300221,Houston Rockets,Atlanta Hawks,1539.1255309950304,1509.213860459907,1554.18405299685,1494.1553384580875
21300217,Boston Celtics,Memphis Grizzlies,1463.0798827883243,1478.0674962555383,1458.4699035132505,1482.6774755306121
21300215,Charlotte Bobcats,Indiana Pacers,1477.9376721992646,1578.1249612949441,1464.6128499906688,1591.44978350354
21300220,Detroit Pistons,Chicago Bulls,1490.6941312457375,1491.8632009498292,1475.3671783036893,1507.1901538918773
21300227,Los Angeles Clippers,New York Knicks,1546.2574343516983,1445.5302469556623,1552.459489053804,1439.3281922535566
21300223,Minnesota Timberwolves,Denver Nuggets,1532.6072985287306,1515.1434652816408,1527.6490419196236,1520.1017218907477
21300224,Oklahoma City Thunder,San Antonio Spurs,1536.7646881700373,1598.7558896816129,1543.9834460377622,1591.537131813888
21300216,Orlando Magic,Philadelphia 76ers,1486.4464297434124,1450.559867609467,1494.0137797761577,1442.9925175767216
21300233,Detroit Pistons,Los Angeles Lakers,1475.3671783036893,1492.053222773336,1473.854775149161,1493.5656259278644
21300228,Charlotte Bobcats,Milwaukee Bucks,1464.6128499906688,1412.1517625300246,1473.571557827872,1403.1930546928213
21300229,Orlando Magic,San Antonio Spurs,1494.0137797761577,1591.537131813888,1484.1038777642927,1601.447033825753
21300232,Boston Celtics,Cleveland Cavaliers,1458.4699035132505,1434.8378426236216,1469.101106116631,1424.2066400202411
21300239,Utah Jazz,Phoenix Suns,1409.0656510482008,1519.1559521751053,1403.3592814585047,1524.8623217648014
21300238,Denver Nuggets,New York Knicks,1520.1017218907477,1439.3281922535566,1522.7966169757735,1436.6332971685308
21300231,Atlanta Hawks,Dallas Mavericks,1494.1553384580875,1519.4875535998613,1497.6216485129203,1516.0212435450285
21300234,Houston Rockets,Brooklyn Nets,1554.18405299685,1438.1368003737095,1561.5992528569923,1430.7216005135672
21300235,Oklahoma City Thunder,Golden State Warriors,1543.9834460377622,1524.899790990112,1546.976343149978,1521.9068938778962
21300240,Sacramento Kings,Los Angeles Clippers,1467.5565902843198,1552.459489053804,1464.6873780884703,1555.3287012496535
21300236,Indiana Pacers,Washington Wizards,1591.44978350354,1493.369811241978,1599.849641469323,1484.969953276195
21300230,Toronto Raptors,Miami Heat,1501.2956679201661,1590.4225294303506,1497.7410892036976,1593.977108146819
