GAME_DATE,SEASON,TEAM_HOME,TEAM_AWAY,TARGET
2021-11-22,2021,3,13,0
2021-11-12,2021,3,14,0
2021-10-30,2021,3,15,0
2022-03-09,2021,3,16,0
2022-01-24,2021,3,17,1
2021-10-20,2021,3,18,0
2022-03-15,2021,3,19,0
2022-01-04,2021,3,19,0
2022-04-07,2021,3,20,1
2021-12-21,2021,3,20,1
2022-03-02,2021,3,21,1
2021-10-29,2021,3,21,0
2022-03-26,2021,3,22,0
2022-02-12,2021,3,22,0
2021-11-10,2021,3,23,0
2022-02-14,2021,3,24,1
2022-03-04,2021,3,25,1
2022-01-03,2021,3,25,0
2022-02-15,2021,3,26,0
2021-11-13,2021,3,26,1
2021-11-24,2021,3,27,1
2021-12-10,2021,3,28,1
2022-03-11,2021,3,29,0
2021-11-10,2021,4,5,1
2021-12-06,2021,4,6,1
2022-01-14,2021,4,7,0
2021-12-20,2021,4,8,1
2022-03-31,2021,4,9,1
2021-12-19,2021,4,10,1
2022-04-02,2021,4,11,0
2021-11-27,2021,4,11,0
2022-04-05,2021,4,12,0
2022-03-04,2021,4,12,0
2022-02-11,2021,4,13,1
2022-01-12,2021,4,14,0
2021-11-08,2021,4,14,1
2021-11-21,2021,4,15,1
2021-10-28,2021,4,15,0
2022-02-01,2021,4,16,1
2022-01-03,2021,4,16,1
2021-12-26,2021,4,17,1
2021-11-22,2021,4,17,0
2022-02-06,2021,4,18,0
2021-11-06,2021,4,18,0
2022-02-07,2021,4,19,0
2022-01-30,2021,4,20,1
2022-02-16,2021,4,21,1
2022-02-14,2021,4,22,1
2022-02-12,2021,4,23,1
2022-03-21,2021,4,24,1
2022-01-26,2021,4,24,1
2021-10-30,2021,4,25,1
2022-02-26,2021,4,26,0
2022-01-07,2021,4,27,1
2022-01-11,2021,4,28,1
2021-10-23,2021,4,28,1
2022-04-08,2021,4,29,0
2021-11-29,2021,4,29,1
2022-01-03,2021,5,6,1
2021-11-15,2021,5,6,1
2022-03-03,2021,5,7,1
2022-01-05,2021,5,7,1
2022-03-23,2021,5,8,1
2021-10-26,2021,5,8,1
2022-02-12,2021,5,9,0
2022-02-10,2021,5,9,1
2022-03-29,2021,5,10,1
2021-12-15,2021,5,10,0
2021-11-02,2021,5,11,0
2021-12-23,2021,5,12,0
2022-03-21,2021,5,13,1
2021-12-21,2021,5,13,1
2021-12-07,2021,5,14,0
2022-03-09,2021,5,15,0
2022-01-15,2021,5,16,1
2022-01-29,2021,5,17,1
2022-02-04,2021,5,18,1
2022-01-20,2021,5,19,0
2022-04-08,2021,5,20,1
2022-03-05,2021,5,21,1
2021-10-31,2021,5,21,1
2022-04-10,2021,5,22,1
2021-10-28,2021,5,22,1
2022-02-02,2021,5,23,0
2022-01-17,2021,5,23,1
2022-01-19,2021,5,24,1
2022-03-27,2021,5,25,1
2022-03-07,2021,5,25,1
2022-01-23,2021,5,26,1
2021-12-04,2021,5,26,0
2021-11-27,2021,5,27,0
2022-02-08,2021,5,28,1
2021-12-13,2021,5,29,1
2022-03-10,2021,6,7,0
2022-03-07,2021,6,7,1
2022-03-04,2021,6,8,1
2021-11-06,2021,6,8,1
2022-03-22,2021,6,9,1
2022-01-19,2021,6,9,1
2022-04-10,2021,6,10,0
2022-01-15,2021,6,10,1
2021-11-08,2021,6,11,1
2021-11-26,2021,6,12,0
2022-04-01,2021,6,13,0
2021-12-15,2021,6,13,0
2022-02-06,2021,6,14,1
2022-02-08,2021,6,15,1
2022-02-14,2021,6,16,1
2021-11-10,2021,6,17,1
2021-11-18,2021,6,18,0
2022-03-24,2021,6,19,0
2022-01-13,2021,6,20,1
2021-11-14,2021,6,20,1
2022-02-26,2021,6,21,1
2022-01-07,2021,6,21,1
2022-04-05,2021,6,22,0
2021-10-22,2021,6,22,1
2022-03-26,2021,6,23,1
2022-03-02,2021,6,23,0
2022-03-12,2021,6,24,0
2022-01-16,2021,6,25,0
2022-01-05,2021,6,25,0
2022-04-07,2021,6,26,1
2022-01-21,2021,6,26,0
2021-12-13,2021,6,27,1
2022-01-23,2021,6,28,1
2021-12-23,2021,6,29,0
2022-01-21,2021,7,8,1
2021-11-07,2021,7,8,1
2022-03-08,2021,7,9,1
2021-10-21,2021,7,9,1
2022-04-07,2021,7,10,1
2022-02-12,2021,7,10,1
2022-01-03,2021,7,11,1
2022-03-12,2021,7,12,1
2022-01-27,2021,7,13,1
2021-11-10,2021,7,13,1
2022-01-29,2021,7,14,1
2022-02-10,2021,7,15,0
2021-12-06,2021,7,16,1
2022-01-20,2021,7,17,0
2021-11-24,2021,7,18,1
2022-03-30,2021,7,19,0
2021-12-03,2021,7,19,1
2021-12-08,2021,7,20,1
2021-11-26,2021,7,20,1
2022-02-03,2021,7,21,1
2021-12-20,2021,7,21,1
2022-03-20,2021,7,22,0
2021-12-04,2021,7,22,0
2021-10-30,2021,7,23,1
2021-11-21,2021,7,24,1
2022-04-02,2021,7,25,1
2022-01-23,2021,7,25,1
2021-12-23,2021,7,26,1
2021-10-28,2021,7,26,0
2022-03-14,2021,7,27,1
2022-01-18,2021,7,28,1
2021-11-03,2021,7,29,1
2022-03-01,2021,8,9,0
2022-02-27,2021,8,9,0
2022-03-09,2021,8,10,1
2021-12-28,2021,8,10,0
2021-12-31,2021,8,11,0
2021-12-10,2021,8,12,0
2022-04-03,2021,8,13,0
2022-01-09,2021,8,13,0
2021-12-08,2021,8,14,1
2021-12-16,2021,8,15,0
2021-12-03,2021,8,16,1
2022-03-18,2021,8,17,0
2022-01-10,2021,8,18,0
2022-03-16,2021,8,19,0
2021-11-14,2021,8,19,0
2022-01-28,2021,8,20,0
2021-11-12,2021,8,20,0
2022-04-01,2021,8,21,0
2022-03-30,2021,8,21,0
2022-03-28,2021,8,22,0
2022-01-25,2021,8,22,0
2021-11-29,2021,8,23,1
2021-10-22,2021,8,23,1
2022-02-10,2021,8,24,0
2022-03-02,2021,8,25,0
2021-10-28,2021,8,25,0
2022-03-20,2021,8,26,0
2022-03-06,2021,8,26,1
2022-03-21,2021,8,27,1
2021-11-10,2021,8,28,0
2021-11-27,2021,8,29,1
2022-03-03,2021,9,10,1
2022-02-03,2021,9,10,1
2021-11-11,2021,9,11,1
2022-02-06,2021,9,12,0
2022-01-03,2021,9,13,0
2021-11-13,2021,9,13,1
2021-12-27,2021,9,14,0
2022-03-06,2021,9,15,0
2021-12-11,2021,9,16,1
2022-01-17,2021,9,17,1
2022-03-25,2021,9,18,0
2022-04-06,2021,9,19,1
2021-12-13,2021,9,19,1
2021-11-09,2021,9,20,1
2021-10-25,2021,9,20,1
2022-04-09,2021,9,21,1
2021-12-01,2021,9,21,0
2021-12-20,2021,9,22,0
2021-11-16,2021,9,22,1
2022-04-10,2021,9,23,1
2021-11-01,2021,9,23,1
2022-03-16,2021,9,24,0
2022-03-29,2021,9,25,1
2022-01-08,2021,9,26,0
2021-10-23,2021,9,26,0
2022-03-09,2021,9,27,1
2021-11-26,2021,9,28,1
2021-11-07,2021,9,29,1
2021-11-10,2021,10,11,1
2022-02-08,2021,10,12,0
2022-01-02,2021,10,13,1
2021-11-12,2021,10,13,0
2021-12-25,2021,10,14,0
2022-02-05,2021,10,15,1
2021-12-12,2021,10,16,1
2022-01-19,2021,10,17,0
2022-03-23,2021,10,18,0
2021-12-21,2021,10,19,0
2021-10-22,2021,10,19,0
2022-02-02,2021,10,20,1
2021-12-31,2021,10,20,1
2022-01-04,2021,10,21,1
2021-11-26,2021,10,21,0
2021-12-23,2021,10,22,0
2021-11-14,2021,10,22,1
2022-04-08,2021,10,23,1
2021-11-04,2021,10,23,0
2022-03-14,2021,10,24,0
2022-02-16,2021,10,25,1
2022-01-17,2021,10,25,1
2022-01-09,2021,10,26,0
2021-10-24,2021,10,26,1
2022-03-11,2021,10,27,1
2021-11-28,2021,10,28,1
2021-11-08,2021,10,29,1
2021-12-08,2021,11,12,1
2021-10-21,2021,11,12,1
2022-03-12,2021,11,13,0
2022-03-26,2021,11,14,0
2022-02-12,2021,11,14,1
2022-03-25,2021,11,15,0
2022-01-26,2021,11,15,1
2021-12-26,2021,11,16,1
2021-10-25,2021,11,16,1
2021-12-21,2021,11,17,1
2022-03-05,2021,11,18,1
2022-01-15,2021,11,18,0
2022-03-09,2021,11,19,0
2022-01-19,2021,11,20,1
2022-03-28,2021,11,21,1
2022-02-26,2021,11,22,1
2022-03-18,2021,11,23,1
2022-01-29,2021,11,24,0
2022-01-17,2021,11,24,1
2021-11-06,2021,11,25,1
2021-12-06,2021,11,26,0
2021-12-28,2021,11,27,1
2021-11-18,2021,11,27,1
2022-03-15,2021,11,28,1
2021-12-23,2021,11,28,1
2022-04-05,2021,11,29,1
2021-10-29,2021,11,29,1
2021-10-27,2021,12,13,0
2022-02-26,2021,12,14,0
2021-10-19,2021,12,14,1
2022-01-28,2021,12,15,1
2021-11-05,2021,12,15,0
2021-11-22,2021,12,16,1
2021-11-20,2021,12,16,1
2022-02-15,2021,12,17,1
2021-12-15,2021,12,17,1
2022-02-17,2021,12,18,0
2022-03-06,2021,12,19,1
2022-02-14,2021,12,20,0
2022-01-22,2021,12,21,1
2021-10-30,2021,12,22,0
2021-11-19,2021,12,23,1
2022-01-15,2021,12,24,0
2022-01-05,2021,12,24,0
2021-10-31,2021,12,25,0
2022-01-19,2021,12,26,1
2022-03-24,2021,12,27,1
2022-02-01,2021,12,27,1
2022-01-03,2021,12,28,0
2021-11-24,2021,12,28,1
2022-02-28,2021,12,29,1
2021-12-01,2021,12,29,1
2022-01-23,2021,13,14,1
2021-12-28,2021,13,15,0
2021-11-01,2021,13,16,0
2021-11-29,2021,13,17,1
2022-02-25,2021,13,18,0
2022-03-23,2021,13,19,0
2021-11-15,2021,13,19,0
2022-03-07,2021,13,20,1
2022-03-05,2021,13,20,1
2021-11-17,2021,13,21,1
2022-04-07,2021,13,22,1
2021-11-18,2021,13,22,1
2022-03-09,2021,13,23,1
2022-01-05,2021,13,23,1
2022-02-16,2021,13,24,0
2022-01-30,2021,13,25,1
2021-12-08,2021,13,25,0
2022-02-24,2021,13,26,1
2021-11-20,2021,13,26,1
2022-04-05,2021,13,27,0
2022-02-06,2021,13,28,1
2022-02-15,2021,13,29,1
2022-03-13,2021,14,15,1
2021-11-30,2021,14,15,1
2021-12-18,2021,14,16,0
2021-11-19,2021,14,16,1
2022-04-10,2021,14,17,1
2021-10-29,2021,14,17,1
2021-12-30,2021,14,18,0
2021-12-16,2021,14,18,1
2021-11-27,2021,14,19,0
2022-03-18,2021,14,20,1
2022-02-14,2021,14,21,1
2022-01-09,2021,14,22,1
2022-01-13,2021,14,23,0
2022-02-28,2021,14,24,0
2021-12-14,2021,14,24,1
2022-03-21,2021,14,25,1
2022-01-03,2021,14,26,0
2022-02-17,2021,14,27,0
2021-10-25,2021,14,27,1
2022-03-29,2021,14,28,1
2021-10-31,2021,14,28,1
2022-03-27,2021,14,29,0
2021-10-24,2021,14,29,0
2021-11-17,2021,15,16,0
2021-10-24,2021,15,16,0
2022-01-04,2021,15,17,1
2021-11-15,2021,15,17,1
2022-02-27,2021,15,18,0
2021-10-26,2021,15,18,1
2021-11-26,2021,15,19,0
2022-03-16,2021,15,20,1
2022-01-31,2021,15,21,1
2022-01-10,2021,15,22,1
2022-02-14,2021,15,23,0
2022-04-10,2021,15,24,1
2021-11-01,2021,15,24,0
2022-03-20,2021,15,25,0
2022-02-02,2021,15,26,0
2022-03-18,2021,15,27,1
2021-12-23,2021,15,27,0
2021-12-21,2021,15,28,1
2022-03-30,2021,15,29,0
2022-01-17,2021,15,29,0
2022-03-02,2021,16,17,0
2022-02-28,2021,16,17,1
2022-03-13,2021,16,18,0
2022-01-05,2021,16,18,0
2022-03-08,2021,16,19,0
2022-01-17,2021,16,20,0
2022-03-26,2021,16,21,0
2021-11-05,2021,16,22,0
2022-03-20,2021,16,23,1
2022-04-01,2021,16,24,0
2021-11-07,2021,16,25,1
2022-02-05,2021,16,26,0
2022-01-09,2021,16,27,0
2021-11-13,2021,16,27,0
2022-03-17,2021,16,28,0
2022-01-28,2021,16,28,1
2021-11-24,2021,16,29,0
2021-10-27,2021,16,29,0
2022-04-05,2021,17,18,0
2021-11-13,2021,17,18,1
2022-01-14,2021,17,19,0
2022-03-20,2021,17,20,1
2022-03-23,2021,17,21,0
2021-11-01,2021,17,22,1
2022-02-25,2021,17,23,0
2021-11-26,2021,17,24,1
2021-10-30,2021,17,24,0
2022-01-08,2021,17,25,1
2022-03-15,2021,17,26,0
2022-02-16,2021,17,27,1
2021-12-06,2021,17,27,1
2022-04-03,2021,17,28,0
2021-12-16,2021,17,28,1
2022-01-26,2021,17,29,0
2021-12-29,2021,17,29,0
2022-02-08,2021,18,19,0
2021-11-01,2021,18,20,1
2022-01-29,2021,18,21,1
2022-01-07,2021,18,22,1
2022-02-11,2021,18,23,1
2022-03-20,2021,18,24,0
2021-11-11,2021,18,24,0
2021-12-09,2021,18,25,0
2022-01-31,2021,18,26,1
2022-02-02,2021,18,27,0
2022-04-10,2021,18,28,1
2021-10-28,2021,18,28,1
2022-04-02,2021,18,29,1
2022-01-12,2021,18,29,0
2022-03-02,2021,19,20,1
2021-11-10,2021,19,20,1
2022-04-10,2021,19,21,0
2021-10-27,2021,19,21,0
2022-01-30,2021,19,22,1
2021-12-06,2021,19,22,1
2021-12-29,2021,19,23,1
2021-12-23,2021,19,23,1
2022-03-11,2021,19,24,0
2022-02-27,2021,19,25,0
2022-01-24,2021,19,25,1
2021-12-27,2021,19,26,0
2021-12-16,2021,19,27,1
2021-12-02,2021,19,28,1
2021-12-19,2021,19,29,1
2022-01-09,2021,20,21,1
2021-10-20,2021,20,21,0
2022-03-23,2021,20,22,0
2021-12-02,2021,20,22,0
2022-03-28,2021,20,23,0
2022-02-04,2021,20,23,0
2021-11-15,2021,20,24,1
2022-04-10,2021,20,25,0
2021-12-29,2021,20,25,0
2021-12-15,2021,20,26,0
2021-10-27,2021,20,26,1
2022-03-12,2021,20,27,1
2021-11-30,2021,20,28,1
2021-12-17,2021,20,29,1
2021-12-19,2021,21,22,1
2022-02-05,2021,21,23,1
2021-12-28,2021,21,23,1
2021-11-19,2021,21,24,0
2021-11-20,2021,21,25,0
2021-10-22,2021,21,25,0
2021-12-26,2021,21,26,0
2021-12-17,2021,21,26,0
2021-12-15,2021,21,27,1
2022-01-19,2021,21,28,0
2021-11-05,2021,21,29,1
2022-03-16,2021,22,23,1
2022-01-19,2021,22,23,1
2022-03-09,2021,22,24,0
2022-03-11,2021,22,25,1
2021-12-27,2021,22,25,0
2022-03-30,2021,22,26,0
2022-01-26,2021,22,26,0
2021-11-29,2021,22,27,1
2021-12-26,2021,22,28,1
2021-12-15,2021,22,29,0
2022-02-09,2021,23,24,0
2022-03-06,2021,23,25,0
2021-11-24,2021,23,25,0
2022-03-13,2021,23,26,0
2021-11-26,2021,23,27,0
2022-04-01,2021,23,28,0
2022-03-14,2021,23,29,0
2022-01-07,2021,24,25,1
2021-11-30,2021,24,26,0
2021-12-05,2021,24,27,1
2021-10-20,2021,24,27,0
2022-03-03,2021,24,28,0
2021-11-13,2021,24,28,0
2022-01-25,2021,24,29,1
2022-04-05,2021,25,26,1
2021-11-22,2021,25,26,0
2021-12-18,2021,25,27,0
2022-01-21,2021,25,28,1
2021-12-20,2021,25,29,1
2022-01-29,2021,26,27,1
2022-01-06,2021,26,28,1
2021-11-10,2021,26,29,0
2022-03-01,2021,27,28,1
2022-02-14,2021,27,28,1
2022-01-03,2021,27,29,1
2021-11-22,2021,27,29,0
2022-02-11,2021,28,29,0
2022-03-01,2021,1,0,1
2022-02-13,2021,1,0,1
2021-12-31,2021,2,0,0
2021-10-23,2021,2,0,1
2021-10-27,2021,3,0,0
2022-02-24,2021,4,0,1
2021-12-29,2021,4,0,1
2022-02-06,2021,5,0,1
2021-11-12,2021,6,0,1
2021-11-08,2021,7,0,1
2022-04-10,2021,8,0,0
2022-01-09,2021,9,0,1
2022-01-07,2021,10,0,1
2022-04-08,2021,11,0,1
2022-01-14,2021,11,0,1
2022-03-09,2021,12,0,1
2021-12-06,2021,13,0,0
2021-11-03,2021,14,0,1
2022-03-22,2021,15,0,0
2021-12-25,2021,15,0,1
2022-02-16,2021,16,0,0
2021-12-15,2021,16,0,0
2022-03-28,2021,17,0,0
2021-12-01,2021,17,0,0
2021-12-23,2021,18,0,0
2021-10-30,2021,18,0,1
2021-11-06,2021,19,0,1
2022-01-03,2021,20,0,1
2022-01-05,2021,21,0,0
2021-11-24,2021,22,0,0
2022-03-30,2021,23,0,0
2022-04-05,2021,24,0,1
2022-02-04,2021,24,0,1
2021-11-09,2021,25,0,1
2021-11-26,2021,26,0,0
2022-03-04,2021,27,0,0
2021-10-28,2021,27,0,1
2022-03-23,2021,28,0,1
2022-03-07,2021,28,0,1
2022-03-16,2021,29,0,1
2022-01-23,2021,29,0,0
2021-11-15,2021,2,1,0
2021-11-13,2021,2,1,1
2022-01-29,2021,3,1,0
2022-04-06,2021,4,1,0
2021-11-06,2021,5,1,1
2022-03-20,2021,6,1,0
2022-03-16,2021,7,1,0
2021-10-24,2021,8,1,0
2021-12-08,2021,9,1,1
2021-12-07,2021,10,1,1
2021-11-04,2021,11,1,0
2022-04-07,2021,12,1,1
2021-12-25,2021,12,1,1
2021-12-27,2021,13,1,1
2022-02-24,2021,14,1,0
2022-02-08,2021,14,1,0
2022-01-06,2021,15,1,1
2021-10-20,2021,15,1,1
2022-02-06,2021,16,1,0
2021-11-03,2021,16,1,0
2022-02-27,2021,17,1,1
2022-01-12,2021,17,1,0
2022-02-15,2021,18,1,0
2022-01-14,2021,18,1,1
2021-12-10,2021,19,1,1
2021-12-04,2021,20,1,0
2022-03-18,2021,21,1,0
2021-11-26,2021,22,1,1
2022-03-21,2021,23,1,0
2022-03-28,2021,24,1,1
2021-11-28,2021,24,1,0
2021-12-03,2021,25,1,1
2022-04-10,2021,26,1,0
2022-01-23,2021,27,1,0
2021-10-30,2021,27,1,1
2022-02-26,2021,28,1,0
2022-02-04,2021,28,1,0
2022-03-09,2021,29,1,0
2021-10-25,2021,29,1,0
2021-12-28,2021,3,2,1
2022-03-12,2021,4,2,1
2022-01-19,2021,4,2,1
2021-11-29,2021,5,2,0
2021-10-25,2021,6,2,0
2022-01-09,2021,7,2,1
2022-02-02,2021,8,2,1
2021-10-27,2021,9,2,0
2021-10-29,2021,10,2,1
2022-03-11,2021,11,2,1
2021-12-01,2021,11,2,0
2021-12-18,2021,12,2,0
2021-12-06,2021,12,2,1
2021-12-10,2021,13,2,0
2022-04-08,2021,14,2,1
2021-11-17,2021,14,2,1
2022-04-02,2021,15,2,0
2021-11-07,2021,15,2,0
2022-04-05,2021,16,2,1
2022-03-08,2021,17,2,0
2022-02-11,2021,17,2,0
2022-03-04,2021,18,2,1
2022-02-12,2021,18,2,1
2021-10-30,2021,19,2,1
2022-01-07,2021,20,2,0
2022-01-10,2021,21,2,0
2022-01-14,2021,22,2,0
2022-01-15,2021,23,2,0
2022-03-24,2021,24,2,1
2021-11-05,2021,24,2,0
2022-01-12,2021,25,2,0
2021-10-20,2021,26,2,1
2021-12-30,2021,27,2,1
2021-12-03,2021,27,2,0
2022-02-24,2021,28,2,1
2022-01-30,2021,28,2,1
2022-02-04,2021,29,2,0
2021-11-01,2021,29,2,0
2021-10-22,2021,4,3,1
2021-12-03,2021,5,3,0
2021-11-08,2021,5,3,1
2022-03-06,2021,6,3,1
2022-02-04,2021,6,3,0
2021-11-05,2021,7,3,1
2022-02-06,2021,8,3,0
2021-12-05,2021,8,3,1
2022-04-03,2021,9,3,1
2021-11-29,2021,9,3,0
2022-04-01,2021,10,3,0
2022-02-27,2021,10,3,0
2021-11-17,2021,11,3,1
2022-01-01,2021,12,3,1
2021-10-25,2021,13,3,0
2021-10-23,2021,13,3,1
2022-01-15,2021,14,3,1
2022-01-20,2021,15,3,0
2021-12-23,2021,16,3,0
2021-11-20,2021,17,3,1
2022-01-25,2021,18,3,1
2022-02-25,2021,19,3,0
2021-11-02,2021,19,3,1
2022-03-30,2021,20,3,0
2022-04-05,2021,21,3,0
2021-11-03,2021,21,3,1
2022-03-18,2021,22,3,0
2021-12-12,2021,22,3,1
2021-12-26,2021,23,3,1
2021-12-15,2021,23,3,0
2022-01-09,2021,24,3,1
2021-11-27,2021,25,3,1
2021-11-26,2021,25,3,0
2022-04-09,2021,26,3,1
2022-03-08,2021,26,3,1
2021-11-15,2021,27,3,1
2022-02-01,2021,28,3,0
2022-03-21,2021,29,3,1
2022-01-09,2021,5,4,1
2021-11-19,2021,6,4,0
2021-11-12,2021,7,4,1
2021-11-24,2021,8,4,1
2021-11-14,2021,9,4,0
2021-11-15,2021,10,4,0
2022-02-28,2021,11,4,1
2021-12-11,2021,11,4,1
2022-03-22,2021,12,4,1
2022-01-21,2021,12,4,1
2022-04-10,2021,13,4,0
2021-12-04,2021,14,4,0
2022-03-28,2021,15,4,1
2021-12-02,2021,15,4,0
2022-01-23,2021,16,4,1
2021-11-26,2021,16,4,0
2022-02-04,2021,17,4,0
2021-12-31,2021,17,4,0
2022-03-07,2021,18,4,1
2021-11-03,2021,18,4,1
2022-03-18,2021,19,4,1
2021-11-17,2021,20,4,1
2022-03-14,2021,21,4,1
2022-01-28,2021,22,4,1
2022-01-24,2021,23,4,0
2022-02-03,2021,24,4,1
2021-10-25,2021,24,4,0
2022-03-16,2021,25,4,1
2022-01-17,2021,26,4,1
2022-03-29,2021,27,4,0
2022-01-01,2021,27,4,0
2022-03-09,2021,28,4,0
2021-10-20,2021,28,4,0
2022-02-09,2021,29,4,0
2021-10-29,2021,6,5,1
2022-02-27,2021,7,5,0
2022-01-25,2021,7,5,1
2022-03-11,2021,8,5,0
2022-01-07,2021,8,5,0
2021-11-23,2021,9,5,0
2021-11-21,2021,9,5,1
2022-03-01,2021,10,5,0
2022-02-15,2021,11,5,0
2022-04-03,2021,12,5,0
2022-03-25,2021,13,5,1
2021-12-19,2021,13,5,1
2022-03-16,2021,14,5,0
2022-01-12,2021,15,5,1
2022-01-30,2021,16,5,1
2021-12-10,2021,17,5,1
2022-03-18,2021,18,5,1
2021-11-19,2021,19,5,1
2021-11-17,2021,19,5,1
2022-01-26,2021,20,5,0
2021-12-27,2021,20,5,0
2021-12-31,2021,21,5,0
2021-12-29,2021,21,5,1
2021-11-12,2021,22,5,0
2021-11-03,2021,22,5,0
2022-01-02,2021,23,5,0
2021-12-12,2021,23,5,0
2021-10-23,2021,24,5,0
2022-02-25,2021,25,5,1
2021-12-25,2021,25,5,1
2022-01-14,2021,26,5,0
2021-12-08,2021,26,5,0
2022-04-01,2021,27,5,1
2022-04-06,2021,28,5,0
2022-03-19,2021,29,5,1
2022-02-16,2021,7,6,0
2021-12-28,2021,7,6,0
2022-01-01,2021,8,6,0
2022-01-11,2021,9,6,1
2021-12-26,2021,9,6,0
2022-04-03,2021,10,6,0
2021-11-29,2021,11,6,0
2022-01-30,2021,12,6,0
2022-02-01,2021,13,6,1
2021-10-30,2021,13,6,0
2022-01-26,2021,14,6,0
2021-12-04,2021,15,6,0
2021-12-01,2021,16,6,1
2022-03-30,2021,17,6,0
2022-03-14,2021,18,6,0
2021-11-21,2021,19,6,1
2021-10-20,2021,19,6,0
2022-02-27,2021,20,6,0
2021-11-23,2021,20,6,1
2022-03-09,2021,21,6,0
2022-02-24,2021,21,6,0
2021-12-11,2021,22,6,0
2021-12-09,2021,22,6,1
2022-01-09,2021,23,6,0
2021-12-22,2021,23,6,1
